"","Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AITool","Employment"
"2288","Pretoria Campus","Computer Science","I am learning to code","Developer, full-stack","Primary/elementary school","Dart;Go;HTML/CSS;JavaScript;PHP;PowerShell;Rust;SQL;Swift;TypeScript","MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL","Heroku;Microsoft Azure;Netlify;VMware","Angular;Express;Gatsby;NestJS;Node.js;React","Retail and Consumer Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code","Not employed, but looking for work;Student, full-time"
"2289","Nelspruit Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","System administrator","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);Groovy;Lua;PowerShell;Python","MariaDB;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS);Managed Hosting;Microsoft Azure","Flask","Retail and Consumer Services","ChatGPT","Synk Code;Tabnine","Employed, full-time"
"2290","Nelspruit Campus","Computer Science","I am a developer by profession","Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;JavaScript;Perl;PHP;TypeScript","MySQL;Oracle","Firebase","React;Symfony","Oil & Gas","ChatGPT","Adrenaline;GitHub Copilot;Rubber Duck.AI;Tabnine","Employed, full-time"
"2291","Port Elizabeth Campus","Computer Science","I am a developer by profession","Data scientist or machine learning specialist","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Bash/Shell (all shells);HTML/CSS;MATLAB;Python;R;SQL","Dynamodb;MongoDB;Redis","Amazon Web Services (AWS);Google Cloud","Flask","Insurance","ChatGPT;WolframAlpha","Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter","Employed, full-time"
"2292","Pretoria Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SAS;Scala;SQL;TypeScript;Visual Basic (.Net)","BigQuery;Dynamodb;Elasticsearch;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;Snowflake;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Heroku;Managed Hosting;Netlify;VMware;Vultr","Angular;AngularJS;ASP.NET;Django;Express;FastAPI;Fastify;Flask;NestJS;Next.js;Node.js;React;Spring Boot;WordPress","Other","Bing AI;ChatGPT;Google Bard AI;You.com","Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Independent contractor, freelancer, or self-employed"
"2293","Port Elizabeth Campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Go;Kotlin;TypeScript","Cassandra;Dynamodb;Elasticsearch;PostgreSQL","Amazon Web Services (AWS)","Node.js;Spring Boot","Legal Services","ChatGPT","AWS CodeWhisperer;Synk Code;Whispr AI","Employed, full-time"
"2294","Nelspruit Campus","Computer Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;SQL","Microsoft SQL Server;PostgreSQL","Microsoft Azure","Blazor","Other","Bing AI;ChatGPT","Mintlify","Employed, full-time"
"2295","Durban Campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript","Elasticsearch;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Vercel","Express;jQuery;Next.js;Node.js;React;Remix;Ruby on Rails","Other","ChatGPT","AWS CodeWhisperer;Replit Ghostwriter;Rubber Duck.AI;Tabnine","Employed, full-time"
"2296","Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;Objective-C;PowerShell;TypeScript","MySQL;SQLite","Amazon Web Services (AWS)","Angular;ASP.NET;ASP.NET CORE;Blazor","Information Services, IT, Software Development, or other Technology","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Mintlify","Employed, full-time"
"2297","Port Elizabeth Campus","IT","I am a developer by profession","Engineering manager","Some college/university study without earning a degree","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL","Dynamodb;MySQL","Amazon Web Services (AWS)","React;Symfony","Oil & Gas","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot","Employed, full-time"
"2298","Port Elizabeth Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C++;Elixir;Erlang;Go;Java;JavaScript;Kotlin;Objective-C;PowerShell;Python;R;Ruby;Rust;SQL;Swift;TypeScript","BigQuery;Cloud Firestore;Elasticsearch;Firebase Realtime Database;Firebird;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Heroku;Microsoft Azure;Oracle Cloud Infrastructure (OCI);Vercel","Angular;AngularJS;Django;Drupal;Express;Flask;jQuery;Next.js;Node.js;Nuxt.js;Phoenix;React;Ruby on Rails;Vue.js;WordPress","Healthcare","Bing AI;ChatGPT","Codeium","Employed, full-time"
"2299","Pretoria Campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C;C#;HTML/CSS;JavaScript;PowerShell;Python;TypeScript","Microsoft SQL Server;Snowflake","Microsoft Azure;OpenShift","Angular;AngularJS;ASP.NET;Node.js;React","Healthcare","ChatGPT","Mintlify","Independent contractor, freelancer, or self-employed"
"2300","Port Elizabeth Campus","Data Science","I am a developer by profession","Engineering manager","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","HTML/CSS;JavaScript;Python;TypeScript","Cloud Firestore","Google Cloud","Node.js;React","Financial Services","ChatGPT","GitHub Copilot;Rubber Duck.AI;Tabnine","Employed, full-time"
"2301","Durban Campus","Computer Science","I am a developer by profession","Engineer, data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;Groovy;Java;JavaScript;PowerShell;Python;Scala;SQL;TypeScript","BigQuery;Cloud Firestore;Firebase Realtime Database;PostgreSQL;SQLite","Firebase;Google Cloud","Angular","Healthcare","WolframAlpha","Synk Code","Employed, full-time"
"2302","Durban Campus","Computer Science","I code primarily as a hobby","Developer, full-stack","Associate degree (A.A., A.S., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL","Cassandra;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite","Digital Ocean;Firebase;Google Cloud;Heroku;Netlify;Vercel","Django;Express;FastAPI;Flask;Laravel;Node.js;React;Vue.js;WordPress","Oil & Gas","ChatGPT;Google Bard AI","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine","Not employed, but looking for work"
"2303","Nelspruit Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;SQL","Elasticsearch;Oracle;Redis","Amazon Web Services (AWS)","jQuery;Node.js;React;Spring Boot","Manufacturing, Transportation, or Supply Chain","Neeva AI","Replit Ghostwriter;Tabnine","Employed, full-time"
"2304","Port Elizabeth Campus","Computer Science","I am a developer by profession","Developer, mobile","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Bash/Shell (all shells);C;C#;HTML/CSS;JavaScript;Objective-C;Python;SQL;Swift;TypeScript;VBA","Dynamodb;Microsoft SQL Server;SQLite","Amazon Web Services (AWS);Vercel","Angular;Node.js;React;Svelte","Insurance","ChatGPT","Mintlify;Tabnine","Employed, full-time"
"2305","Port Elizabeth Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Engineering manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL","MariaDB;Microsoft SQL Server;MySQL","Firebase;VMware","WordPress","Oil & Gas","Bing AI;ChatGPT","GitHub Copilot;Whispr AI","Employed, full-time"
"2306","Port Elizabeth Campus","Computer Science","I am a developer by profession","Developer, desktop or enterprise applications","Some college/university study without earning a degree","C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript","Cosmos DB;Microsoft SQL Server;MySQL","Netlify","Angular;ASP.NET;ASP.NET CORE;jQuery;Node.js","Healthcare","ChatGPT","GitHub Copilot;Mintlify","Employed, full-time"
"2307","Pretoria Campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;SQL","Microsoft SQL Server;MongoDB","Microsoft Azure","ASP.NET;Blazor","Manufacturing, Transportation, or Supply Chain","Bing AI;ChatGPT","AWS CodeWhisperer;Replit Ghostwriter;Tabnine","Employed, full-time"
"2308","Nelspruit Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;Swift;TypeScript","MariaDB","Cloudflare;Digital Ocean;Hetzner","Deno;Express;Next.js;Node.js;WordPress","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI","Independent contractor, freelancer, or self-employed"
"2309","Nelspruit Campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;R;SQL;TypeScript","Dynamodb;Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Heroku;Vercel","AngularJS;Django;Express;FastAPI;Flask;Gatsby;jQuery;Next.js;Node.js;React","Manufacturing, Transportation, or Supply Chain","ChatGPT","Codeium;Replit Ghostwriter","Employed, full-time"
"2310","Nelspruit Campus","IT","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA;Visual Basic (.Net)","BigQuery;Microsoft Access;Microsoft SQL Server;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Google Cloud;VMware","ASP.NET;Django;jQuery;WordPress","Higher Education","ChatGPT","Mintlify;Tabnine","Employed, full-time"
"2311","Port Elizabeth Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;PHP;SQL","Cassandra;Dynamodb;Elasticsearch;MariaDB;MySQL;Redis","Amazon Web Services (AWS);Vultr","jQuery;Laravel;Node.js;React","Higher Education","ChatGPT","Adrenaline;Codeium;GitHub Copilot","Not employed, but looking for work"
"2312","Nelspruit Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Other (please specify):","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript","SQLite","Google Cloud;Netlify","Node.js;Svelte","Retail and Consumer Services","Bing AI;ChatGPT","Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Independent contractor, freelancer, or self-employed"
"2313","Pretoria Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, full-stack","Something else","C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript","MariaDB;Microsoft SQL Server;MySQL;SQLite","Microsoft Azure","ASP.NET CORE;Blazor;jQuery;Node.js;WordPress","Manufacturing, Transportation, or Supply Chain","Bing AI;ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"2314","Port Elizabeth Campus","Data Science","I am a developer by profession","Cloud infrastructure engineer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;JavaScript;PowerShell;Ruby;Rust;TypeScript","PostgreSQL;Redis","Microsoft Azure","Node.js;React;Ruby on Rails","Information Services, IT, Software Development, or other Technology","ChatGPT;Phind","GitHub Copilot;Rubber Duck.AI;Tabnine","Employed, full-time"
"2315","Port Elizabeth Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Engineering manager","Some college/university study without earning a degree","C#;HTML/CSS;JavaScript;PowerShell;Python;SQL","Dynamodb;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL","Amazon Web Services (AWS);Firebase","ASP.NET;ASP.NET CORE;jQuery;WordPress","Retail and Consumer Services","ChatGPT;Google Bard AI","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter","Employed, full-time"
"2316","Port Elizabeth Campus","Computer Science","I am a developer by profession","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java;JavaScript;Kotlin;Python;Rust;Swift;TypeScript","Cloud Firestore;H2;MongoDB","Firebase","AngularJS;ASP.NET CORE;Node.js;Spring Boot","Wholesale","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify","Employed, full-time"
"2317","Port Elizabeth Campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Go;Java;Kotlin","Cassandra;Dynamodb;MySQL;Oracle;PostgreSQL","Amazon Web Services (AWS)","Express;Next.js;Node.js;Spring Boot","Retail and Consumer Services","ChatGPT","Synk Code;Tabnine","Employed, full-time"
"2318","Durban Campus","Computer Science","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;TypeScript","PostgreSQL","Amazon Web Services (AWS)","Node.js;React;Ruby on Rails","Advertising Services","ChatGPT;Perplexity AI","Adrenaline;GitHub Copilot;Rubber Duck.AI","Employed, full-time"
"2319","Pretoria Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","DevOps specialist","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);Go;JavaScript;Lua;PHP;Python;SQL","MariaDB;MongoDB;MySQL;PostgreSQL;SQLite","Digital Ocean;Managed Hosting","FastAPI","Oil & Gas","ChatGPT","Adrenaline;AWS CodeWhisperer;Codeium;Mintlify;Rubber Duck.AI;Synk Code;Tabnine","Employed, full-time"
"2320","Port Elizabeth Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Ruby;SQL;TypeScript","Cloud Firestore;Firebase Realtime Database;MariaDB;MySQL;PostgreSQL","Cloudflare;Firebase;Google Cloud;Microsoft Azure;Netlify","Express;Flask;jQuery;Next.js;Node.js;React;Symfony;WordPress","Healthcare","Bing AI;ChatGPT;Google Bard AI","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI","Independent contractor, freelancer, or self-employed"
"2321","Durban Campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Apex;Bash/Shell (all shells);Java;JavaScript;Kotlin;SQL","PostgreSQL","Amazon Web Services (AWS);Heroku","Node.js;Spring Boot","Wholesale","ChatGPT","GitHub Copilot","Employed, full-time"
"2322","Durban Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Engineering manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","SQL","PostgreSQL","Amazon Web Services (AWS);Cloudflare;Microsoft Azure","React","Other","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter","Employed, full-time"
"2323","Port Elizabeth Campus","IT","I am a developer by profession","Other (please specify):","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript","Dynamodb;MongoDB;Neo4J;PostgreSQL","Amazon Web Services (AWS);Cloudflare;Firebase;Heroku;Netlify;OVH;Vercel","Angular;Django;Express;Fastify;Gatsby;Next.js;Node.js;React","Insurance","ChatGPT","Mintlify;Tabnine","Employed, full-time;Independent contractor, freelancer, or self-employed"
"2324","Nelspruit Campus","Computer Science","I am a developer by profession","Developer, back-end","Some college/university study without earning a degree","PHP","Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS)","Laravel","Retail and Consumer Services","ChatGPT","Mintlify;Synk Code","Employed, full-time"
"2325","Port Elizabeth Campus","Data Science","I am a developer by profession","Developer, desktop or enterprise applications","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Java;JavaScript;SQL;TypeScript","IBM DB2;PostgreSQL","Microsoft Azure;OpenShift","Angular;Lit","Wholesale","Bing AI;ChatGPT;Phind","Adrenaline;AWS CodeWhisperer","Employed, full-time"
"2326","Durban Campus","Computer Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","C#;F#;Python;Rust;SQL;TypeScript","Cosmos DB;Microsoft Access;Microsoft SQL Server;SQLite","Google Cloud;Microsoft Azure","Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;Next.js;React","Other","Bing AI;ChatGPT","Adrenaline;GitHub Copilot;Tabnine","Not employed, but looking for work"
"2327","Port Elizabeth Campus","Computer Science","I am a developer by profession","Developer, desktop or enterprise applications","Some college/university study without earning a degree","Bash/Shell (all shells);C#;Kotlin;SQL","Microsoft SQL Server;MongoDB;SQLite","Microsoft Azure","React","Financial Services","Bing AI;ChatGPT;Google Bard AI","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Tabnine;Whispr AI","Employed, full-time"
